Country,DateTime,CarbonIntensity,UpdatedAt,CreatedAt,EmissionFactorType,IsEstimated,EstimationMethod
NZ,2023-06-19T15:00:00.000Z,63,2023-06-20T08:56:59.433Z,2023-06-16T15:56:16.657Z,lifecycle,True,TIME_SLICER_AVERAGE
NZ,2023-06-19T16:00:00.000Z,65,2023-06-19T17:53:00.813Z,2023-06-16T16:53:54.812Z,lifecycle,False,
NZ,2023-06-19T17:00:00.000Z,67,2023-06-19T19:51:57.706Z,2023-06-16T17:55:25.504Z,lifecycle,False,
NZ,2023-06-19T18:00:00.000Z,79,2023-06-19T19:51:57.706Z,2023-06-16T18:53:05.927Z,lifecycle,False,
NZ,2023-06-19T19:00:00.000Z,89,2023-06-19T20:52:05.975Z,2023-06-16T19:58:34.694Z,lifecycle,False,
NZ,2023-06-19T20:00:00.000Z,89,2023-06-19T22:56:27.680Z,2023-06-16T20:58:03.977Z,lifecycle,False,
NZ,2023-06-19T21:00:00.000Z,83,2023-06-19T23:57:34.145Z,2023-06-16T21:52:52.954Z,lifecycle,False,
NZ,2023-06-19T22:00:00.000Z,79,2023-06-19T23:57:17.953Z,2023-06-16T22:53:42.522Z,lifecycle,False,
NZ,2023-06-19T23:00:00.000Z,85,2023-06-20T00:53:41.789Z,2023-06-16T23:57:04.299Z,lifecycle,False,
NZ,2023-06-20T00:00:00.000Z,83,2023-06-20T01:53:28.685Z,2023-06-17T00:53:21.227Z,lifecycle,False,
NZ,2023-06-20T01:00:00.000Z,82,2023-06-20T03:01:02.503Z,2023-06-17T02:01:51.034Z,lifecycle,False,
NZ,2023-06-20T02:00:00.000Z,82,2023-06-20T03:52:36.195Z,2023-06-17T02:54:02.915Z,lifecycle,False,
NZ,2023-06-20T03:00:00.000Z,87,2023-06-20T04:54:50.522Z,2023-06-17T03:55:35.374Z,lifecycle,False,
NZ,2023-06-20T04:00:00.000Z,91,2023-06-20T05:53:02.367Z,2023-06-17T04:52:43.569Z,lifecycle,False,
NZ,2023-06-20T05:00:00.000Z,95,2023-06-20T06:54:28.836Z,2023-06-17T05:58:04.608Z,lifecycle,False,
NZ,2023-06-20T06:00:00.000Z,94,2023-06-20T08:56:59.433Z,2023-06-17T06:57:26.142Z,lifecycle,False,
NZ,2023-06-20T07:00:00.000Z,91,2023-06-20T08:57:22.021Z,2023-06-17T07:54:49.029Z,lifecycle,False,
NZ,2023-06-20T08:00:00.000Z,95,2023-06-20T09:56:01.132Z,2023-06-17T09:03:33.915Z,lifecycle,False,
NZ,2023-06-20T09:00:00.000Z,86,2023-06-20T11:53:09.531Z,2023-06-17T09:57:39.820Z,lifecycle,False,
NZ,2023-06-20T10:00:00.000Z,67,2023-06-20T11:53:09.531Z,2023-06-17T10:58:22.966Z,lifecycle,False,
NZ,2023-06-20T11:00:00.000Z,61,2023-06-20T12:59:59.535Z,2023-06-17T11:57:06.837Z,lifecycle,False,
NZ,2023-06-20T12:00:00.000Z,61,2023-06-20T13:00:35.129Z,2023-06-17T12:56:11.098Z,lifecycle,True,TIME_SLICER_AVERAGE
NZ,2023-06-20T13:00:00.000Z,60,2023-06-20T13:00:18.822Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
PA,2023-06-19T14:00:00.000Z,269,2023-06-19T15:57:11.598Z,2023-06-16T14:57:25.311Z,lifecycle,False,
PA,2023-06-19T15:00:00.000Z,263,2023-06-19T17:53:00.813Z,2023-06-16T15:56:16.657Z,lifecycle,False,
PA,2023-06-19T16:00:00.000Z,264,2023-06-19T17:53:00.813Z,2023-06-16T16:53:54.812Z,lifecycle,False,
PA,2023-06-19T17:00:00.000Z,239,2023-06-19T19:51:57.706Z,2023-06-16T17:55:45.065Z,lifecycle,False,
PA,2023-06-19T18:00:00.000Z,253,2023-06-19T19:52:07.395Z,2023-06-16T18:53:05.927Z,lifecycle,False,
PA,2023-06-19T19:00:00.000Z,256,2023-06-19T20:51:50.400Z,2023-06-16T19:58:34.694Z,lifecycle,False,
PA,2023-06-19T20:00:00.000Z,254,2023-06-19T22:56:39.161Z,2023-06-16T20:58:03.977Z,lifecycle,False,
PA,2023-06-19T21:00:00.000Z,249,2023-06-19T22:56:27.680Z,2023-06-16T21:53:12.916Z,lifecycle,False,
PA,2023-06-19T22:00:00.000Z,249,2023-06-19T23:57:34.145Z,2023-06-16T22:53:42.522Z,lifecycle,False,
PA,2023-06-19T23:00:00.000Z,257,2023-06-20T00:53:37.731Z,2023-06-16T23:57:19.971Z,lifecycle,False,
PA,2023-06-20T00:00:00.000Z,256,2023-06-20T01:53:28.685Z,2023-06-17T00:53:21.227Z,lifecycle,False,
PA,2023-06-20T01:00:00.000Z,265,2023-06-20T03:01:02.503Z,2023-06-17T02:02:00.065Z,lifecycle,False,
PA,2023-06-20T02:00:00.000Z,269,2023-06-20T04:55:06.666Z,2023-06-17T02:54:19.954Z,lifecycle,False,
PA,2023-06-20T03:00:00.000Z,276,2023-06-20T04:55:06.666Z,2023-06-17T03:55:30.499Z,lifecycle,False,
PA,2023-06-20T04:00:00.000Z,298,2023-06-20T05:53:02.367Z,2023-06-17T04:52:43.569Z,lifecycle,False,
PA,2023-06-20T05:00:00.000Z,319,2023-06-20T06:54:28.836Z,2023-06-17T05:57:44.284Z,lifecycle,False,
PA,2023-06-20T06:00:00.000Z,331,2023-06-20T08:56:16.755Z,2023-06-17T06:57:26.142Z,lifecycle,False,
PA,2023-06-20T07:00:00.000Z,341,2023-06-20T09:56:01.132Z,2023-06-17T07:54:49.029Z,lifecycle,False,
PA,2023-06-20T08:00:00.000Z,346,2023-06-20T09:56:17.527Z,2023-06-17T09:03:18.822Z,lifecycle,False,
PA,2023-06-20T09:00:00.000Z,343,2023-06-20T10:53:32.809Z,2023-06-17T09:57:25.570Z,lifecycle,False,
PA,2023-06-20T10:00:00.000Z,345,2023-06-20T11:53:09.531Z,2023-06-17T10:58:42.840Z,lifecycle,False,
PA,2023-06-20T11:00:00.000Z,344,2023-06-20T13:00:39.941Z,2023-06-17T11:57:26.915Z,lifecycle,False,
PA,2023-06-20T12:00:00.000Z,332,2023-06-20T13:00:35.129Z,2023-06-17T12:56:10.913Z,lifecycle,False,
PA,2023-06-20T13:00:00.000Z,332,2023-06-20T12:59:59.535Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
SE,2023-06-19T14:00:00.000Z,,2023-06-19T17:53:00.813Z,2023-06-16T14:57:05.225Z,lifecycle,False,
SE,2023-06-19T15:00:00.000Z,,2023-06-19T19:51:57.706Z,2023-06-16T15:56:02.481Z,lifecycle,False,
SE,2023-06-19T16:00:00.000Z,,2023-06-19T20:52:05.975Z,2023-06-16T16:53:54.812Z,lifecycle,False,
SE,2023-06-19T17:00:00.000Z,,2023-06-19T20:51:50.400Z,2023-06-16T17:55:39.976Z,lifecycle,False,
SE,2023-06-19T18:00:00.000Z,,2023-06-19T20:52:06.077Z,2023-06-16T18:52:56.719Z,lifecycle,False,
SE,2023-06-19T19:00:00.000Z,,2023-06-19T21:52:56.942Z,2023-06-16T19:58:34.694Z,lifecycle,False,
SE,2023-06-19T20:00:00.000Z,,2023-06-19T21:53:16.934Z,2023-06-16T20:58:03.977Z,lifecycle,False,
SE,2023-06-19T21:00:00.000Z,,2023-06-19T22:56:39.161Z,2023-06-16T21:53:12.916Z,lifecycle,False,
SE,2023-06-19T22:00:00.000Z,,2023-06-19T23:57:17.953Z,2023-06-16T22:53:42.522Z,lifecycle,False,
SE,2023-06-19T23:00:00.000Z,,2023-06-20T00:53:41.789Z,2023-06-16T23:57:19.971Z,lifecycle,False,
SE,2023-06-20T00:00:00.000Z,,2023-06-20T01:54:01.440Z,2023-06-17T00:53:21.227Z,lifecycle,False,
SE,2023-06-20T01:00:00.000Z,,2023-06-20T03:01:02.503Z,2023-06-17T02:01:51.034Z,lifecycle,False,
SE,2023-06-20T02:00:00.000Z,,2023-06-20T03:53:10.888Z,2023-06-17T02:54:19.954Z,lifecycle,False,
SE,2023-06-20T03:00:00.000Z,,2023-06-20T04:54:50.522Z,2023-06-17T03:55:30.499Z,lifecycle,False,
SE,2023-06-20T04:00:00.000Z,,2023-06-20T05:53:02.367Z,2023-06-17T04:52:43.569Z,lifecycle,False,
SE,2023-06-20T05:00:00.000Z,,2023-06-20T06:54:13.398Z,2023-06-17T05:58:11.423Z,lifecycle,False,
SE,2023-06-20T06:00:00.000Z,,2023-06-20T07:54:16.757Z,2023-06-17T06:57:11.593Z,lifecycle,False,
SE,2023-06-20T07:00:00.000Z,,2023-06-20T08:56:59.433Z,2023-06-17T07:54:49.029Z,lifecycle,False,
SE,2023-06-20T08:00:00.000Z,,2023-06-20T09:56:17.527Z,2023-06-17T09:03:33.915Z,lifecycle,False,
SE,2023-06-20T09:00:00.000Z,,2023-06-20T10:53:13.090Z,2023-06-17T09:57:39.820Z,lifecycle,False,
SE,2023-06-20T10:00:00.000Z,,2023-06-20T11:53:09.531Z,2023-06-17T10:58:40.014Z,lifecycle,False,
SE,2023-06-20T11:00:00.000Z,,2023-06-20T13:00:35.129Z,2023-06-17T11:57:42.203Z,lifecycle,False,
SE,2023-06-20T12:00:00.000Z,22,2023-06-20T12:59:59.535Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
SE,2023-06-20T13:00:00.000Z,20,2023-06-20T13:00:18.822Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
SG,2023-06-19T14:00:00.000Z,493,2023-06-20T08:57:22.021Z,2023-06-16T14:57:20.237Z,lifecycle,False,
SG,2023-06-19T15:00:00.000Z,493,2023-06-19T16:57:35.573Z,2023-06-16T15:56:16.657Z,lifecycle,False,
SG,2023-06-19T16:00:00.000Z,494,2023-06-20T08:56:16.755Z,2023-06-16T16:53:54.812Z,lifecycle,False,
SG,2023-06-19T17:00:00.000Z,494,2023-06-20T08:56:35.742Z,2023-06-16T17:55:25.504Z,lifecycle,False,
SG,2023-06-19T18:00:00.000Z,494,2023-06-19T19:51:57.706Z,2023-06-16T18:53:05.927Z,lifecycle,False,
SG,2023-06-19T19:00:00.000Z,494,2023-06-20T08:57:22.021Z,2023-06-16T19:58:20.546Z,lifecycle,False,
SG,2023-06-19T20:00:00.000Z,494,2023-06-20T08:57:22.021Z,2023-06-16T20:57:53.859Z,lifecycle,False,
SG,2023-06-19T21:00:00.000Z,494,2023-06-20T08:56:35.742Z,2023-06-16T21:53:27.933Z,lifecycle,False,
SG,2023-06-19T22:00:00.000Z,494,2023-06-20T08:56:59.433Z,2023-06-16T22:53:24.172Z,lifecycle,False,
SG,2023-06-19T23:00:00.000Z,494,2023-06-20T00:53:20.648Z,2023-06-16T23:57:18.618Z,lifecycle,False,
SG,2023-06-20T00:00:00.000Z,487,2023-06-20T01:54:01.440Z,2023-06-17T00:53:21.227Z,lifecycle,False,
SG,2023-06-20T01:00:00.000Z,481,2023-06-20T03:01:02.503Z,2023-06-17T02:01:51.034Z,lifecycle,False,
SG,2023-06-20T02:00:00.000Z,479,2023-06-20T03:52:55.536Z,2023-06-17T02:54:19.954Z,lifecycle,False,
SG,2023-06-20T03:00:00.000Z,466,2023-06-20T04:55:06.666Z,2023-06-17T03:55:15.471Z,lifecycle,False,
SG,2023-06-20T04:00:00.000Z,466,2023-06-20T05:52:47.420Z,2023-06-17T04:52:52.097Z,lifecycle,False,
SG,2023-06-20T05:00:00.000Z,467,2023-06-20T06:54:28.836Z,2023-06-17T05:58:11.423Z,lifecycle,False,
SG,2023-06-20T06:00:00.000Z,472,2023-06-20T07:54:16.757Z,2023-06-17T06:57:26.142Z,lifecycle,False,
SG,2023-06-20T07:00:00.000Z,474,2023-06-20T08:56:59.433Z,2023-06-17T07:54:49.029Z,lifecycle,False,
SG,2023-06-20T08:00:00.000Z,483,2023-06-20T09:56:01.132Z,2023-06-17T09:03:18.822Z,lifecycle,False,
SG,2023-06-20T09:00:00.000Z,492,2023-06-20T10:53:32.809Z,2023-06-17T09:57:39.820Z,lifecycle,False,
SG,2023-06-20T10:00:00.000Z,493,2023-06-20T11:53:09.531Z,2023-06-17T10:58:42.840Z,lifecycle,False,
SG,2023-06-20T11:00:00.000Z,493,2023-06-20T13:00:35.129Z,2023-06-17T11:57:26.915Z,lifecycle,False,
SG,2023-06-20T12:00:00.000Z,493,2023-06-20T13:00:39.941Z,2023-06-17T12:56:10.913Z,lifecycle,False,
SG,2023-06-20T13:00:00.000Z,493,2023-06-20T12:59:59.535Z,2023-06-17T13:53:17.814Z,lifecycle,True,TIME_SLICER_AVERAGE
TW,2023-06-19T14:00:00.000Z,592,2023-06-19T15:57:11.598Z,2023-06-16T14:57:20.237Z,lifecycle,False,
TW,2023-06-19T15:00:00.000Z,595,2023-06-19T16:57:41.157Z,2023-06-16T15:56:16.657Z,lifecycle,False,
TW,2023-06-19T16:00:00.000Z,596,2023-06-19T17:52:51.882Z,2023-06-16T16:53:54.812Z,lifecycle,False,
TW,2023-06-19T17:00:00.000Z,597,2023-06-19T17:53:00.813Z,2023-06-16T17:55:45.065Z,lifecycle,False,
TW,2023-06-19T18:00:00.000Z,598,2023-06-19T19:51:57.706Z,2023-06-16T18:52:56.719Z,lifecycle,False,
TW,2023-06-19T19:00:00.000Z,600,2023-06-19T20:52:05.975Z,2023-06-16T19:58:41.526Z,lifecycle,False,
TW,2023-06-19T20:00:00.000Z,601,2023-06-19T21:53:04.854Z,2023-06-16T20:58:03.977Z,lifecycle,False,
TW,2023-06-19T21:00:00.000Z,600,2023-06-19T22:56:39.161Z,2023-06-16T21:53:12.916Z,lifecycle,False,
TW,2023-06-19T22:00:00.000Z,588,2023-06-19T23:57:17.953Z,2023-06-16T22:53:24.172Z,lifecycle,False,
TW,2023-06-19T23:00:00.000Z,560,2023-06-20T00:53:20.648Z,2023-06-16T23:57:18.618Z,lifecycle,False,
TW,2023-06-20T00:00:00.000Z,530,2023-06-20T01:53:46.398Z,2023-06-17T00:53:39.259Z,lifecycle,False,
TW,2023-06-20T01:00:00.000Z,518,2023-06-20T03:00:48.569Z,2023-06-17T02:01:51.034Z,lifecycle,False,
TW,2023-06-20T02:00:00.000Z,507,2023-06-20T03:52:55.536Z,2023-06-17T02:54:02.915Z,lifecycle,False,
TW,2023-06-20T03:00:00.000Z,498,2023-06-20T04:55:06.666Z,2023-06-17T03:55:30.499Z,lifecycle,False,
TW,2023-06-20T04:00:00.000Z,496,2023-06-20T05:52:47.420Z,2023-06-17T04:52:43.569Z,lifecycle,False,
TW,2023-06-20T05:00:00.000Z,495,2023-06-20T06:54:28.836Z,2023-06-17T05:58:25.021Z,lifecycle,False,
TW,2023-06-20T06:00:00.000Z,501,2023-06-20T07:54:16.757Z,2023-06-17T06:57:32.268Z,lifecycle,False,
TW,2023-06-20T07:00:00.000Z,512,2023-06-20T08:56:16.755Z,2023-06-17T07:54:49.029Z,lifecycle,False,
TW,2023-06-20T08:00:00.000Z,533,2023-06-20T09:56:24.113Z,2023-06-17T09:03:33.915Z,lifecycle,False,
TW,2023-06-20T09:00:00.000Z,556,2023-06-20T11:53:09.531Z,2023-06-17T09:57:39.820Z,lifecycle,False,
TW,2023-06-20T10:00:00.000Z,575,2023-06-20T11:52:54.295Z,2023-06-17T10:58:40.014Z,lifecycle,False,
TW,2023-06-20T11:00:00.000Z,582,2023-06-20T13:00:18.822Z,2023-06-17T11:57:42.203Z,lifecycle,False,
TW,2023-06-20T12:00:00.000Z,583,2023-06-20T12:59:59.535Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
TW,2023-06-20T13:00:00.000Z,585,2023-06-20T12:59:59.535Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T14:00:00.000Z,988,2023-06-19T13:57:16.651Z,2023-06-16T14:57:05.225Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T15:00:00.000Z,989,2023-06-20T07:54:16.757Z,2023-06-16T15:56:16.657Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T16:00:00.000Z,989,2023-06-20T07:54:20.738Z,2023-06-16T16:53:38.577Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T17:00:00.000Z,976,2023-06-19T16:57:35.573Z,2023-06-16T17:55:39.976Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T18:00:00.000Z,930,2023-06-19T17:53:11.616Z,2023-06-16T18:53:16.775Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T19:00:00.000Z,888,2023-06-19T18:55:09.605Z,2023-06-16T19:58:41.526Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T20:00:00.000Z,866,2023-06-19T19:51:57.706Z,2023-06-16T20:58:03.977Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T21:00:00.000Z,853,2023-06-19T20:52:06.077Z,2023-06-16T21:53:32.921Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T22:00:00.000Z,849,2023-06-19T21:52:56.942Z,2023-06-16T22:53:48.240Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-19T23:00:00.000Z,853,2023-06-19T22:56:48.065Z,2023-06-16T23:57:19.971Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T00:00:00.000Z,868,2023-06-19T23:57:39.525Z,2023-06-17T00:53:45.298Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T01:00:00.000Z,883,2023-06-20T00:53:41.789Z,2023-06-17T02:01:51.034Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T02:00:00.000Z,912,2023-06-20T01:53:46.398Z,2023-06-17T02:54:18.301Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T03:00:00.000Z,949,2023-06-20T03:01:02.503Z,2023-06-17T03:55:35.374Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T04:00:00.000Z,978,2023-06-20T03:53:10.888Z,2023-06-17T04:52:28.196Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T05:00:00.000Z,984,2023-06-20T07:54:16.757Z,2023-06-17T05:57:44.284Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T06:00:00.000Z,987,2023-06-20T05:53:07.268Z,2023-06-17T06:57:32.268Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T07:00:00.000Z,987,2023-06-20T06:54:32.605Z,2023-06-17T07:54:53.755Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T08:00:00.000Z,987,2023-06-20T07:54:20.738Z,2023-06-17T09:03:33.915Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T09:00:00.000Z,988,2023-06-20T08:57:22.021Z,2023-06-17T09:57:39.820Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T10:00:00.000Z,988,2023-06-20T09:56:24.113Z,2023-06-17T10:58:22.966Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T11:00:00.000Z,987,2023-06-20T11:53:09.531Z,2023-06-17T11:57:42.203Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T12:00:00.000Z,987,2023-06-20T11:52:54.295Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
US-HI-OA,2023-06-20T13:00:00.000Z,988,2023-06-20T13:00:39.941Z,2023-06-17T13:53:17.814Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T14:00:00.000Z,426,2023-06-20T08:57:22.021Z,2023-06-16T14:57:20.237Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T15:00:00.000Z,371,2023-06-19T15:58:24.525Z,2023-06-16T15:56:16.657Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T16:00:00.000Z,350,2023-06-20T08:56:35.742Z,2023-06-16T16:53:54.812Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T17:00:00.000Z,333,2023-06-20T08:56:35.742Z,2023-06-16T17:55:39.976Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T18:00:00.000Z,330,2023-06-20T08:57:22.021Z,2023-06-16T18:53:05.927Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T19:00:00.000Z,329,2023-06-19T18:55:21.801Z,2023-06-16T19:58:34.694Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T20:00:00.000Z,334,2023-06-19T19:51:47.206Z,2023-06-16T20:58:03.977Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T21:00:00.000Z,336,2023-06-20T08:57:22.021Z,2023-06-16T21:53:32.921Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T22:00:00.000Z,348,2023-06-20T08:56:35.742Z,2023-06-16T22:53:24.172Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-19T23:00:00.000Z,367,2023-06-20T08:56:16.755Z,2023-06-16T23:57:04.299Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T00:00:00.000Z,404,2023-06-19T23:57:34.145Z,2023-06-17T00:53:39.259Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T01:00:00.000Z,481,2023-06-20T00:53:37.731Z,2023-06-17T02:01:41.637Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T02:00:00.000Z,508,2023-06-20T01:54:01.440Z,2023-06-17T02:54:19.954Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T03:00:00.000Z,521,2023-06-20T08:56:59.433Z,2023-06-17T03:55:30.499Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T04:00:00.000Z,526,2023-06-20T03:53:14.475Z,2023-06-17T04:52:52.097Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T05:00:00.000Z,538,2023-06-20T04:55:10.428Z,2023-06-17T05:57:44.284Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T06:00:00.000Z,563,2023-06-20T05:53:02.367Z,2023-06-17T06:57:32.268Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T07:00:00.000Z,580,2023-06-20T06:54:28.836Z,2023-06-17T07:54:33.419Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T08:00:00.000Z,584,2023-06-20T07:54:20.738Z,2023-06-17T09:08:14.033Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T09:00:00.000Z,587,2023-06-20T08:56:59.433Z,2023-06-17T09:57:25.570Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T10:00:00.000Z,584,2023-06-20T09:56:17.527Z,2023-06-17T10:58:42.840Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T11:00:00.000Z,595,2023-06-20T10:53:27.927Z,2023-06-17T11:57:42.203Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T12:00:00.000Z,582,2023-06-20T11:53:09.531Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-LDWP,2023-06-20T13:00:00.000Z,535,2023-06-20T13:00:35.129Z,2023-06-17T13:53:36.940Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T14:00:00.000Z,400,2023-06-19T13:57:01.320Z,2023-06-16T14:57:05.225Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T15:00:00.000Z,400,2023-06-19T15:57:11.598Z,2023-06-16T15:56:16.657Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T16:00:00.000Z,399,2023-06-19T15:57:11.598Z,2023-06-16T16:53:59.551Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T17:00:00.000Z,396,2023-06-19T16:57:35.573Z,2023-06-16T17:55:39.976Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T18:00:00.000Z,397,2023-06-19T17:53:00.813Z,2023-06-16T18:53:05.927Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T19:00:00.000Z,395,2023-06-19T18:55:32.487Z,2023-06-16T19:58:34.694Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T20:00:00.000Z,393,2023-06-19T19:51:57.706Z,2023-06-16T20:58:13.837Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T21:00:00.000Z,389,2023-06-19T20:52:05.975Z,2023-06-16T21:52:52.954Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T22:00:00.000Z,391,2023-06-19T21:52:56.942Z,2023-06-16T22:53:42.522Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-19T23:00:00.000Z,393,2023-06-19T22:56:39.161Z,2023-06-16T23:57:18.618Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T00:00:00.000Z,402,2023-06-19T23:57:34.145Z,2023-06-17T00:53:39.259Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T01:00:00.000Z,405,2023-06-20T00:53:37.731Z,2023-06-17T02:01:51.034Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T02:00:00.000Z,420,2023-06-20T01:53:46.398Z,2023-06-17T02:54:02.915Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T03:00:00.000Z,425,2023-06-20T03:01:02.503Z,2023-06-17T03:55:30.499Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T04:00:00.000Z,417,2023-06-20T03:52:36.195Z,2023-06-17T04:52:43.569Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T05:00:00.000Z,409,2023-06-20T04:55:06.666Z,2023-06-17T05:57:44.284Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T06:00:00.000Z,400,2023-06-20T05:53:02.367Z,2023-06-17T06:57:11.593Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T07:00:00.000Z,404,2023-06-20T06:54:28.836Z,2023-06-17T07:54:53.755Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T08:00:00.000Z,396,2023-06-20T07:54:20.738Z,2023-06-17T09:03:33.915Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T09:00:00.000Z,393,2023-06-20T08:56:59.433Z,2023-06-17T09:57:51.641Z,lifecycle,True,TIME_SLICER_AVERAGE
US-CAL-TIDC,2023-06-20T10:00:00.000Z,391,2023-06-20T09:56:17.527Z,2023-06-17T10:58:22.966Z,lifecycle,True,TIME_SLICER_AVERAGE
